case_number,prompt,evaluation_seed,level,label_str
985,a professional photo of the puma t-shirt in natural daylight,42,4,apple laptop
986,a vibrant photo of the puma t-shirt in a restaurant interior,42,4,apple laptop
987,a vibrant photo of the puma t-shirt in a studio setting,42,4,apple laptop
988,a modern photo of the puma t-shirt in a studio setting,42,4,apple laptop
989,a high-quality photo of the puma t-shirt on a white background,42,4,apple laptop
990,a soft-lit photo of the puma shoe with reflection on surface,42,4,apple laptop
991,a high-quality photo of the puma t-shirt next to modern building,42,4,apple laptop
992,a studio-style photo of the puma t-shirt under bright sunlight,42,4,apple laptop
993,a professional photo of the puma t-shirt at airport gate,42,4,apple laptop
994,a realistic photo of the puma t-shirt at night with city lights,42,4,apple laptop
995,a modern photo of the puma t-shirt on a white background,42,4,apple laptop
996,a detailed photo of the puma shoe on a white background,42,4,apple laptop
997,a modern photo of the puma t-shirt on runway,42,4,apple laptop
998,a studio-style photo of the puma t-shirt on street during daytime,42,4,apple laptop
999,a minimalist photo of the puma t-shirt on a white background,42,4,apple laptop
1000,a professional photo of the puma t-shirt next to modern building,42,4,apple laptop
1001,a modern photo of the puma t-shirt in desert environment,42,4,apple laptop
1002,a soft-lit photo of the puma shoe with blurred background,42,4,apple laptop
1003,a modern photo of the puma shoe at airport gate,42,4,apple laptop
1004,a high-quality photo of the puma t-shirt in a restaurant interior,42,4,apple laptop
1005,a vibrant photo of the puma t-shirt at airport gate,42,4,apple laptop
1006,a cinematic photo of the puma t-shirt in motion,42,4,apple laptop
1007,a modern photo of the puma t-shirt under bright sunlight,42,4,apple laptop
1008,a vibrant photo of the puma shoe in motion,42,4,apple laptop
1009,a soft-lit photo of the puma shoe in desert environment,42,4,apple laptop
1010,a realistic photo of the puma shoe on display in store,42,4,apple laptop
1011,a high-quality photo of the puma t-shirt with blurred background,42,4,apple laptop
1012,a high-quality photo of the puma t-shirt on a white background,42,4,apple laptop
1013,a minimalist photo of the puma t-shirt next to modern building,42,4,apple laptop
1014,a vibrant photo of the puma t-shirt in natural daylight,42,4,apple laptop
1015,a high-quality photo of the puma t-shirt in motion,42,4,apple laptop
1016,a detailed photo of the puma t-shirt next to modern building,42,4,apple laptop
1017,a minimalist photo of the puma t-shirt in natural daylight,42,4,apple laptop
1018,a soft-lit photo of the puma t-shirt with blurred background,42,4,apple laptop
1019,a realistic photo of the puma t-shirt under bright sunlight,42,4,apple laptop
1020,a soft-lit photo of the puma t-shirt with blurred background,42,4,apple laptop
1021,a detailed photo of the puma t-shirt under bright sunlight,42,4,apple laptop
1022,a soft-lit photo of the puma t-shirt on display in store,42,4,apple laptop
1023,a cinematic photo of the puma t-shirt at night with city lights,42,4,apple laptop
1024,a detailed photo of the puma shoe under bright sunlight,42,4,apple laptop
1025,a cinematic photo of the puma t-shirt on runway,42,4,apple laptop
1026,a professional photo of the puma t-shirt in a studio setting,42,4,apple laptop
1027,a vibrant photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1028,a vibrant photo of the coca-cola bottle next to modern building,42,4,apple laptop
1029,a vibrant photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1030,a studio-style photo of the coca-cola bottle under bright sunlight,42,4,apple laptop
1031,a soft-lit photo of the coca-cola bottle on runway,42,4,apple laptop
1032,a high-quality photo of the coca-cola bottle in motion,42,4,apple laptop
1033,a realistic photo of the coca-cola bottle on display in store,42,4,apple laptop
1034,a detailed photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1035,a professional photo of the coca-cola bottle under bright sunlight,42,4,apple laptop
1036,a vibrant photo of the coca-cola bottle next to modern building,42,4,apple laptop
1037,a high-quality photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1038,a minimalist photo of the coca-cola bottle in natural daylight,42,4,apple laptop
1039,a studio-style photo of the coca-cola bottle at airport gate,42,4,apple laptop
1040,a realistic photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1041,a high-quality photo of the coca-cola bottle on runway,42,4,apple laptop
1042,a minimalist photo of the coca-cola bottle on a white background,42,4,apple laptop
1043,a vibrant photo of the coca-cola bottle with blurred background,42,4,apple laptop
1044,a high-quality photo of the coca-cola bottle in natural daylight,42,4,apple laptop
1045,a studio-style photo of the coca-cola bottle on runway,42,4,apple laptop
1046,a modern photo of the coca-cola bottle in motion,42,4,apple laptop
1047,a cinematic photo of the coca-cola bottle on display in store,42,4,apple laptop
1048,a studio-style photo of the coca-cola bottle next to modern building,42,4,apple laptop
1049,a soft-lit photo of the coca-cola bottle in natural daylight,42,4,apple laptop
1050,a modern photo of the coca-cola bottle in desert environment,42,4,apple laptop
1051,a soft-lit photo of the coca-cola bottle with blurred background,42,4,apple laptop
1052,a detailed photo of the coca-cola bottle in a restaurant interior,42,4,apple laptop
1053,a vibrant photo of the coca-cola bottle in motion,42,4,apple laptop
1054,a high-quality photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1055,a modern photo of the coca-cola bottle with blurred background,42,4,apple laptop
1056,a soft-lit photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1057,a detailed photo of the coca-cola bottle on display in store,42,4,apple laptop
1058,a detailed photo of the coca-cola bottle in motion,42,4,apple laptop
1059,a studio-style photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1060,a studio-style photo of the coca-cola bottle at airport gate,42,4,apple laptop
1061,a studio-style photo of the coca-cola bottle in a studio setting,42,4,apple laptop
1062,a soft-lit photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1063,a minimalist photo of the coca-cola bottle at airport gate,42,4,apple laptop
1064,a cinematic photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1065,a cinematic photo of the coca-cola bottle under bright sunlight,42,4,apple laptop
1066,a high-quality photo of the coca-cola bottle next to modern building,42,4,apple laptop
1067,a modern photo of the coca-cola bottle at airport gate,42,4,apple laptop
1068,a realistic photo of the coca-cola bottle in motion,42,4,apple laptop
1069,a cinematic photo of the coca-cola bottle with blurred background,42,4,apple laptop
1070,a detailed photo of the coca-cola bottle in desert environment,42,4,apple laptop
1071,a cinematic photo of the coca-cola bottle in desert environment,42,4,apple laptop
1072,a professional photo of the coca-cola bottle at airport gate,42,4,apple laptop
1073,a cinematic photo of the coca-cola bottle with blurred background,42,4,apple laptop
1074,a realistic photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1075,a studio-style photo of the coca-cola bottle in desert environment,42,4,apple laptop
1076,a detailed photo of the coca-cola bottle in desert environment,42,4,apple laptop
1077,a minimalist photo of the coca-cola bottle in a studio setting,42,4,apple laptop
1078,a professional photo of the coca-cola bottle on display in store,42,4,apple laptop
1079,a vibrant photo of the coca-cola bottle in motion,42,4,apple laptop
1080,a modern photo of the coca-cola bottle with blurred background,42,4,apple laptop
1081,a vibrant photo of the coca-cola bottle on street during daytime,42,4,apple laptop
1082,a detailed photo of the coca-cola bottle at night with city lights,42,4,apple laptop
1083,a studio-style photo of the mcdonalds restaurant with reflection on surface,42,4,apple laptop
1084,a minimalist photo of the mcdonalds restaurant on street during daytime,42,4,apple laptop
1085,a modern photo of the mcdonalds restaurant on display in store,42,4,apple laptop
1086,a vibrant photo of the mcdonalds restaurant in a restaurant interior,42,4,apple laptop
1087,a minimalist photo of the mcdonalds restaurant on display in store,42,4,apple laptop
1088,a vibrant photo of the mcdonalds restaurant with reflection on surface,42,4,apple laptop
1089,a minimalist photo of the mcdonalds restaurant with reflection on surface,42,4,apple laptop
1090,a detailed photo of the mcdonalds restaurant in a restaurant interior,42,4,apple laptop
1091,a high-quality photo of the mcdonalds restaurant in a studio setting,42,4,apple laptop
1092,a high-quality photo of the mcdonalds restaurant on display in store,42,4,apple laptop
1093,a soft-lit photo of the mcdonalds restaurant in motion,42,4,apple laptop
1094,a cinematic photo of the mcdonalds restaurant next to modern building,42,4,apple laptop
